repo_relative_path,file_size_bytes,sha256,original_cluster_path,copied_at_utc
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/job_status.json,130,3e8e16f98e5a8aaaad4f92b4f93c04e6d5fda839fe62b98a56e072d818d6e9e7,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/job_status.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/matched_state_01_Step-1_frame_0020_contour_sdv14_sdv15_sdv16.csv,2395425,d2aaffa937801c90ee8d21d721e2ed9dbcead122fac61c8c8700639ff4a2ddee,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/matched_state_01_Step-1_frame_0020_contour_sdv14_sdv15_sdv16.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/matched_state_02_Step-1_frame_0050_contour_sdv14_sdv15_sdv16.csv,2095885,d782593034910462470e63e4ccb166c7325dd181deb560fc48d01b312678f174,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/matched_state_02_Step-1_frame_0050_contour_sdv14_sdv15_sdv16.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/matched_state_03_Step-2_frame_0004_contour_sdv14_sdv15_sdv16.csv,2309274,7e8d4eb50f55d731572db02f9d00e9f4a78563196ee394587555db52e6b12d9d,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/matched_state_03_Step-2_frame_0004_contour_sdv14_sdv15_sdv16.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/matched_state_04_Step-2_frame_0008_contour_sdv14_sdv15_sdv16.csv,2319370,ce101a43bf459252564eeedb585f5ea4ec5293d926de73a43cc9513958055ef9,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/matched_state_04_Step-2_frame_0008_contour_sdv14_sdv15_sdv16.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/matched_states.csv,711,6a696eb88c3583381d60494f66fde786af5e07b6a4daf1c83d63c55be535ec68,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/matched_states.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/phase_bounds_summary.json,97,b058b18384af615a022de3d61bc62f36799512aa4d506883c0ca04b31ea9944a,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/phase_bounds_summary.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/resource_summary.json,531,1e302752db1f997f03de68ff3d6bc4cef9321c726a7abf5d1c05fbc0d9d8ee44,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/resource_summary.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/rf1_u1_curve.csv,12941,cc97cad9b17b00e418e81f1567692517980f916e0775e0f2b7d35b3b9766d33d,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/rf1_u1_curve.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/runtime_output_inventory.json,2324,5b3db47aeb7a8d45786598cec0d9cbd4011d8a0434ef565b4aa4bb72ac678915,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/runtime_output_inventory.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/sdv14_sdv15_sdv16_contours.csv,9119678,24775e73835095d03836aa65e8fbb995e7000c7af9268f6552351ee986be4df2,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/sdv14_sdv15_sdv16_contours.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/single_notch_extraction_summary.json,6695,4277c5d9c50249ef44449be30b87510664c73d5bca6f5011c30011582a15d09b,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/single_notch_extraction_summary.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/input_hash_check.txt,88,24d3a01c450e8d54ff636eeee408f55b0b727c9a6c39fe20069fee1847425c7c,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/input_hash_check.txt,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.abaqus_stdout.log,3955,1801d0a4d8cbc3d2e6adce3a8575d15b5f55ad88787594a8849f23903c58ba9d,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.abaqus_stdout.log,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.com,3019,922e295cc2dac396fcb1906859a912f87f3995a1065f2da83223435b9c9ccc4b,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.com,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.dat,18410,6d009734a769b539afdb9065a9d62dccf001d8c3c83e831a08bea22086f81f49,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.dat,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.msg,3940854,f0c144c92ea5d0eec616f7f103bfad40efaee099f607b941ccfaac979c32effb,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.msg,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.prt,1506,a03f83fb80d7febf42bd70879070bbf5433147228ca05ab2f0d05574c1414ae7,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.prt,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.sta,167868,8b8b58538c8bcca1eb164343e7e65c7d403180501899d0743dd4e07c647b1ea4,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/mode_ii_h0_endpoint_corrected_serial.sta,2026-07-28T06:49:00Z
